loan_id,income,age,employment_years,credit_score,loan_purpose,loan_term,loan_amount,loan_status
LN00561,55795.49713792826,54,25,605.9758916655437,home,36 months,17022.529649549422,90+dpd
LN00562,91508.01597290878,64,20,701.6016391822205,car,60 months,29723.408713396544,current
LN00563,67422.49406863385,35,12,732.0470486722935,education,60 months,34004.400847983256,in grace period
LN00564,43479.52935664318,34,8,593.6384855885428,business,36 months,19195.767501440132,current
LN00565,74024.27844327889,26,10,573.3564759177899,car,60 months,17768.070470737963,90+dpd
LN00566,41838.49253956897,57,10,514.5883454169251,education,60 months,15950.318624199177,current
LN00567,9237.50929644292,52,5,696.8261430331053,business,36 months,23520.97624321858,current
LN00568,29838.27378165192,23,0,614.9938564213976,education,60 months,35059.30024000065,90+dpd
LN00569,12584.161579482883,23,5,631.5068772233517,business,60 months,7729.636006936733,current
LN00570,42969.730319173825,42,12,601.3030633894796,education,36 months,22191.5235965408,current
LN00571,50368.367583791034,42,21,560.145392632153,home,36 months,21758.794268582715,current
LN00572,83528.74624550565,30,30,606.3676378494087,education,60 months,5000.0,in grace period
LN00573,56538.54747528325,23,21,561.1960613574405,education,36 months,11125.342680197877,current
LN00574,45617.98942382271,32,36,703.6475477792837,business,60 months,13174.588933123672,current
LN00575,66588.11162366979,49,26,769.5973420495532,business,36 months,27640.295328002383,current
LN00576,5777.2938198423,37,13,606.9143205357337,home,60 months,29389.50911200821,in grace period
LN00577,,27,4,546.9963039807833,business,36 months,5000.0,current
LN00578,65417.30387773934,33,35,698.7081465788717,education,36 months,26392.020829551664,current
LN00579,20428.27508440317,22,31,707.507150976521,business,60 months,25099.279848203732,current
LN00580,72875.08086413858,24,33,739.421703930616,business,36 months,25783.86676470575,current
LN00581,56769.928149888285,30,6,653.2607040985786,business,36 months,21527.459642976537,in grace period
LN00582,41694.24172198398,59,9,623.8104345007421,home,60 months,29504.398451293993,current
LN00583,62655.637322125694,44,16,658.5839441800844,home,36 months,31715.20695452716,current
LN00584,95413.85715608792,37,29,779.7112368470979,car,36 months,5000.0,current
LN00585,53637.3251011699,26,20,705.3928543913065,home,36 months,19512.756967277488,current
LN00586,,39,12,626.4913710950153,home,60 months,17455.112540667826,current
LN00587,40812.782009195114,25,0,610.5786620465071,None,36 months,14272.528969246268,current
LN00588,33003.112610704164,52,0,597.814408541496,education,60 months,15454.919526457255,current
LN00589,66606.71633088491,30,32,590.6123813248637,car,60 months,21867.83626337398,current
LN00590,32878.323481822656,29,37,726.0369493266395,education,36 months,7033.912417916277,current
LN00591,51431.32474438785,47,24,594.8136117447771,home,60 months,26706.22060084801,current
LN00592,40446.851064697665,33,25,673.2961250040102,home,60 months,16308.779291611589,current
LN00593,59579.596514927835,39,12,611.8096111753194,car,60 months,28746.46679589151,default
LN00594,56673.242105738966,41,27,621.7975197060434,car,60 months,13800.688299648475,90+dpd
LN00595,70750.79888515799,44,32,661.3090945571898,business,36 months,13258.86389018828,default
LN00596,39799.672022905055,58,36,676.4965911039394,home,36 months,10545.366538276528,current
LN00597,44602.50129413258,24,29,624.9867789117889,home,36 months,13856.453907144933,current
LN00598,30424.725684353853,44,7,549.2103130137805,education,60 months,11985.70124551695,in grace period
LN00599,41114.13479847777,55,0,640.9797773166547,business,60 months,24347.471890946545,90+dpd
LN00600,57546.009860897044,23,11,602.4089332601228,home,36 months,30471.07319684881,current
LN00601,65139.772332907036,24,4,771.738403159564,education,60 months,23878.68089683517,in grace period
LN00602,31556.693516447493,57,23,611.8905276860061,car,36 months,19225.77635032753,current
LN00603,67392.1184021132,60,5,619.1642140797735,education,60 months,24868.874441110285,current
LN00604,77112.75717609902,55,24,813.8787624944729,home,36 months,19635.8037659105,90+dpd
LN00605,58268.69806447402,51,0,708.520926578087,education,36 months,20285.733449584794,current
LN00606,87535.91625116131,64,24,623.291677627506,education,36 months,16933.610617342252,current
LN00607,34524.21601792854,45,0,577.6901811608061,business,60 months,28365.91263119546,default
LN00608,25106.90593377166,60,31,656.8296639527592,business,36 months,5000.0,current
LN00609,14425.595021914429,33,2,615.9988854369972,car,60 months,5000.0,current
LN00610,79920.88622978366,24,18,740.7631235628568,business,60 months,30272.24435754514,90+dpd
LN00611,63087.31312708116,34,28,615.2299214003102,education,36 months,18034.72865945296,current
LN00612,48888.3065817909,33,1,696.4958946603242,business,36 months,29172.338451976822,90+dpd
LN00613,55599.37252639641,47,8,497.4491379914732,None,60 months,13919.213544478536,90+dpd
LN00614,27490.21905403247,26,16,615.2092375485583,education,60 months,36742.44132883051,current
LN00615,98915.03959233653,37,35,654.2424487142252,education,36 months,18634.81344640384,in grace period
LN00616,52584.42363950455,56,16,619.261109535425,education,36 months,,in grace period
LN00617,52187.895892097855,60,11,643.5166200059123,home,60 months,15528.53752117719,current
LN00618,64515.33247797384,55,19,742.7405365921724,education,36 months,11028.6831284427,current
LN00619,59620.184634734265,37,2,577.3673424249008,business,36 months,5000.0,in grace period
LN00620,54477.68048558263,61,3,499.8446195195225,home,36 months,27857.04056263359,current
LN00621,34190.51089109376,22,16,560.0567102559207,education,36 months,23954.17575434242,current
LN00622,59429.367142719915,33,36,729.5298317203309,business,60 months,20936.925799445184,default
LN00623,87640.48992950068,22,14,571.0210457877304,business,60 months,8613.841662186729,current
LN00624,76908.40092309956,48,32,635.402015424798,car,36 months,34154.660000844844,in grace period
LN00625,81863.73253278794,63,15,739.1640981122559,business,36 months,21058.725935412494,current
LN00626,39775.6864713763,46,10,634.2156377862113,business,60 months,27028.888301358234,in grace period
LN00627,30207.90359482838,42,19,707.7473233969906,car,60 months,19970.12829795161,current
LN00628,47484.26159800704,63,37,503.5715270991816,car,60 months,9105.784528017224,default
LN00629,51114.498245773895,23,23,627.1318114612427,home,60 months,29924.363611851244,current
LN00630,71883.83036941897,55,15,764.0161813569088,business,60 months,24507.684445218874,current
LN00631,16150.707405703615,32,29,535.798941519092,home,36 months,18185.900260764472,current
LN00632,80591.00638921227,44,33,751.5576447690182,home,36 months,24336.705323781185,current
LN00633,46839.842028420215,25,0,628.8714645568487,education,60 months,28175.435422521572,current
LN00634,41462.3786010516,40,23,670.381387697606,home,60 months,26602.060569795714,in grace period
LN00635,29757.91249479665,59,23,716.8138453290144,home,36 months,5000.0,current
LN00636,16902.866562684612,59,8,645.5213464786907,home,60 months,5097.982152184681,90+dpd
LN00637,66463.41167923828,33,21,623.6058918660225,home,60 months,27328.49129672006,90+dpd
LN00638,51466.359343768076,61,11,689.3407013351739,car,36 months,13038.798864619721,current
LN00639,24200.782005178924,32,16,576.4047421781484,business,36 months,9513.874015588217,current
LN00640,24098.42455872768,33,24,641.7640535963448,education,36 months,23721.042297460503,current
LN00641,43284.306014197435,30,27,554.1852481971032,car,36 months,9210.560928590556,current
LN00642,,53,14,683.9470069872884,education,60 months,15208.58787170907,current
LN00643,44808.1729727279,60,29,726.5886377955812,education,36 months,28522.69849518696,current
LN00644,19937.140937637876,36,26,597.5532097007236,car,60 months,5000.0,90+dpd
LN00645,45085.138718281116,55,21,720.1734187803727,home,60 months,6317.362403043448,current
LN00646,44545.52860504659,23,9,843.0754779476864,car,60 months,5000.0,current
LN00647,-3937.732858831434,25,30,592.5659044470236,education,60 months,11388.35169315397,90+dpd
LN00648,48914.102669643755,46,26,690.4375029492226,education,36 months,20827.152390597115,90+dpd
LN00649,45381.30939582644,31,11,677.2916396802102,home,60 months,13812.120687450937,current
LN00650,63924.127296268365,27,30,678.2113327810937,car,60 months,35033.4906432576,current
LN00651,86979.1218989069,30,31,740.6617929326694,business,60 months,24553.097520485164,in grace period
LN00652,72531.30059095514,62,31,653.6945977025086,education,36 months,19811.81948107826,default
LN00653,44622.22618890339,54,34,596.7740885123252,car,36 months,32674.08950177688,current
LN00654,27869.481825166593,23,20,519.5568371676709,home,36 months,6691.929921548703,current
LN00655,101467.1960649972,28,9,676.004050891559,home,36 months,28665.71523782501,current
LN00656,51184.368680289765,51,15,712.8147095824054,business,36 months,17637.413633749864,current
LN00657,50278.58583825892,31,6,583.0227373973795,education,60 months,15446.773560326528,current
LN00658,49517.49825779993,27,3,665.3149003577328,business,36 months,26110.712541668334,current
LN00659,53961.6952153571,22,26,643.8739541108318,business,60 months,15874.91419129631,90+dpd
LN00660,47112.79176152115,26,24,602.1924724911792,business,36 months,21819.035366875814,default
LN00661,38526.75986239527,61,30,507.3438861223065,business,60 months,19000.8914302893,current
LN00662,39062.821175192155,52,10,732.992599456287,home,36 months,23064.5177342918,current
LN00663,49344.93459568003,40,19,684.0782210651563,education,60 months,14929.19570462166,current
LN00664,39131.5045773247,54,35,824.2316018596127,business,36 months,29267.623599181636,90+dpd
LN00665,35743.084346456715,36,16,709.8319446661245,education,60 months,5000.0,current
LN00666,52128.60455383794,45,10,744.4966324018761,home,60 months,26408.925551544224,default
LN00667,44900.455651582895,32,29,520.9756438225849,home,60 months,5000.0,in grace period
LN00668,80079.85977165378,27,34,554.9313335949845,car,60 months,12465.518080109576,in grace period
LN00669,-3019.3961678602427,59,37,598.4723974484607,car,60 months,25223.59055290952,current
LN00670,71830.13703844923,37,21,589.9920067373972,education,60 months,5000.0,default
LN00671,74921.70384995258,31,26,625.7615739135106,car,36 months,21664.807447157204,default
LN00672,8532.195351837014,26,36,783.9006373032246,business,36 months,6286.541511321582,current
LN00673,43146.24811839302,43,34,724.9675294787631,education,60 months,10309.30152297092,current
LN00674,42571.18268008417,47,3,575.6052440594983,home,60 months,9849.261769920015,current
LN00675,21849.766105643575,26,15,454.75127949839214,home,60 months,6566.6689772133395,current
LN00676,34443.66624818249,58,15,561.5780019235387,business,60 months,5000.0,current
LN00677,27788.483090683425,22,20,587.3148214276127,car,60 months,40711.87460466147,in grace period
LN00678,85045.40886847246,42,25,661.086901362907,education,60 months,18175.28519496494,current
LN00679,68713.56786294922,40,35,577.7102796302256,education,60 months,7625.775532709595,current
LN00680,75431.10189988317,45,18,753.0505927056787,business,36 months,14378.760635572991,current
LN00681,64433.4412808647,35,16,613.1611350534268,car,60 months,20366.610283914353,current
LN00682,27418.964575655416,49,25,671.349351000485,education,60 months,16213.051975311477,current
LN00683,39509.59467440453,28,21,641.8116635494159,business,36 months,7331.582257330107,current
LN00684,59787.49122455836,57,27,724.0108344232212,education,36 months,11007.68319419429,current
LN00685,25557.44382216109,53,0,607.4329701737877,home,60 months,31857.16409589148,current
LN00686,64259.96860344776,42,35,598.0408672400297,education,36 months,5972.8704330227065,current
LN00687,45193.4920368373,25,36,601.8223370923396,education,36 months,,current
LN00688,42503.58384900805,59,1,600.1195751866017,education,36 months,16120.45186649264,current
LN00689,64219.19936406983,38,16,807.267687317046,car,60 months,5000.0,in grace period
LN00690,58885.26622972079,58,39,662.7705846011108,car,60 months,10902.265956561987,current
LN00691,42780.6766836184,57,37,641.6349230555296,business,36 months,7480.628015868988,in grace period
LN00692,73186.59606728496,50,20,733.4584032595233,car,60 months,7568.113585343583,current
LN00693,28378.733448002055,51,8,626.9037929578529,education,60 months,20695.297843718017,current
LN00694,62318.712138885276,30,12,739.3660038335311,education,60 months,22570.569696438684,90+dpd
LN00695,61862.02515936767,35,10,634.3465312529296,car,36 months,11940.983579411264,90+dpd
LN00696,43809.07121372019,62,15,609.1842380274718,car,36 months,19056.178506944987,current
LN00697,56522.66044484236,64,15,586.4334650664442,education,36 months,11442.793652463122,90+dpd
LN00698,24977.72847229394,38,1,753.0109909184829,education,36 months,,90+dpd
LN00699,68480.54038413802,43,7,662.1227520631855,home,60 months,5223.363099963723,current
LN00700,46301.95727114022,53,12,562.6489344402754,business,60 months,21652.406471187198,default
LN00701,39545.539589619206,36,16,651.8533944708043,car,60 months,22410.80596175352,current
LN00702,70980.18451673779,58,38,624.0063624649368,business,36 months,43359.79169852869,current
LN00703,35913.126189144816,55,23,607.1709893300094,education,36 months,5000.0,in grace period
LN00704,21830.774072728807,54,2,642.1134636363089,business,60 months,46557.60448912665,current
LN00705,18867.416529521925,48,29,723.8663326899489,car,36 months,27566.846105886572,in grace period
LN00706,62120.19902691279,22,12,667.7611234416655,car,36 months,38273.14706140668,current
LN00707,24391.412950074337,50,18,573.1487883608537,business,60 months,29052.65139252256,default
LN00708,85095.8836396873,33,6,648.2817940217311,car,36 months,10564.597909716711,current
LN00709,8361.411842325557,61,8,652.8426642686982,home,36 months,26578.400064890102,current
LN00710,83929.12736580076,36,18,545.3752126033548,education,60 months,13343.472605450115,current
LN00711,54220.34934405237,25,39,579.7625393459657,education,36 months,19118.553243080558,current
LN00712,48065.73776259215,48,21,661.4809124390458,car,60 months,8253.14906045434,current
LN00713,39101.618263821,59,17,518.1646971902285,education,60 months,13213.02338862373,current
LN00714,57982.72228704142,40,22,634.6364200902408,home,36 months,28969.765383056016,current
LN00715,49247.30595150303,44,1,614.2987027981167,car,60 months,24379.565068489566,current
LN00716,72066.03764033043,47,10,732.017383528267,home,36 months,30242.30233927218,default
LN00717,52284.552973240796,50,30,633.2947389975367,home,36 months,6021.879975153668,default
LN00718,53006.035229237554,47,32,734.6043813540907,education,36 months,5000.0,current
LN00719,42727.75575572289,46,13,646.778816725027,education,36 months,31017.157121691125,current
LN00720,48861.08752557865,27,15,771.7426160248672,business,36 months,30276.72869687949,in grace period
LN00721,56156.03537784118,62,10,557.5617572130571,home,36 months,22115.374452917113,in grace period
LN00722,15796.632146867487,58,32,727.5254603782657,education,36 months,24192.256487510243,current
LN00723,23036.29155788574,25,6,592.7873399644683,home,36 months,28650.381451308625,current
LN00724,64865.2818804543,43,30,766.5717103089428,business,36 months,21815.240925881477,current
LN00725,53417.30876255884,48,13,734.9136870971602,home,60 months,25366.67248102405,current
LN00726,46320.33327294642,54,27,445.216733760799,car,60 months,28148.22720248106,in grace period
LN00727,50368.678661307866,35,15,682.4404027263364,business,36 months,19064.85503648543,current
LN00728,56951.63410723342,52,18,725.314966846426,business,36 months,16544.051099295477,current
LN00729,39204.806393812774,46,16,730.7362473034308,home,36 months,23820.530357595388,current
LN00730,34433.905491953745,51,25,550.599251830034,home,60 months,42646.14030757832,current
LN00731,53916.90510195363,39,5,693.7708572355896,education,60 months,11523.163577485646,current
LN00732,30432.544447699358,29,8,642.6176512969402,car,36 months,15692.598412461468,current
LN00733,58165.05511428944,49,16,686.8936321445719,business,36 months,5000.0,in grace period
LN00734,15948.327915243193,59,30,684.4038313193944,business,36 months,24348.03396922981,current
LN00735,70583.11274651287,24,11,750.082751780003,business,60 months,14700.662082558329,in grace period
LN00736,59451.94964826086,23,22,612.0798921573877,education,36 months,5996.676552154406,current
LN00737,55120.594686277516,49,4,672.2298972581833,car,60 months,19364.095147664455,current
LN00738,69653.81967891028,31,35,671.0632412263991,business,60 months,34946.31565050272,current
LN00739,83309.48888925153,53,35,665.0847546730155,business,36 months,16479.74018735719,current
LN00740,70287.4013003626,58,2,658.7530858611696,education,60 months,17394.859660576243,90+dpd
LN00741,13182.515373367096,31,23,625.4315716599715,home,36 months,34557.06928236293,in grace period
LN00742,24408.46066528597,47,16,580.7996978352171,business,60 months,19949.91795437926,default
LN00743,37503.628446086426,53,38,697.8461522858879,car,60 months,7923.596965952569,in grace period
LN00744,50521.821004216676,41,25,737.903350527286,car,36 months,26889.991893625705,current
LN00745,60353.18040938246,59,3,601.4427708610096,car,36 months,31245.932947231588,in grace period
LN00746,35485.12373693069,51,11,726.2981652353092,car,60 months,17996.24816235686,current
LN00747,53735.33528954157,58,0,594.9567449363516,education,60 months,21304.930197153684,current
LN00748,34892.34135293355,22,20,696.2673745138584,business,60 months,6888.121664831473,current
LN00749,37769.64394016103,47,18,728.4531100241406,education,36 months,11294.126731630824,default
LN00750,21866.778063035556,56,20,613.7809786800866,car,36 months,16669.603937528726,current
LN00751,31535.335077781914,31,17,573.3304424815573,car,36 months,20769.306052053846,in grace period
LN00752,22966.307887673327,38,2,580.2884473904991,car,36 months,13802.52270739075,in grace period
LN00753,30482.534940453344,21,31,654.3424648785132,education,60 months,16292.207352915799,current
LN00754,71072.8359321568,55,9,807.1285941434942,car,60 months,18761.82906816595,current
LN00755,31012.02222336114,55,39,511.0506726934313,business,60 months,10019.743936750412,default
LN00756,102647.64129674781,51,14,708.1945281762261,car,60 months,17311.99102542585,current
LN00757,59866.358017617786,48,4,652.2312569234668,business,60 months,31559.39966210667,in grace period
LN00758,53696.72247389748,59,3,620.2701484927696,business,36 months,14039.776035008128,current
LN00759,32832.84439637573,21,27,625.7080578180125,car,36 months,10990.690551506317,current
LN00760,64006.19758817983,45,3,624.5823694013842,education,60 months,40851.24461277032,current
LN00761,38487.24347524452,63,14,724.038071648253,home,60 months,22256.024917192473,current
LN00762,52440.19629290723,58,16,744.9447121022179,home,60 months,12271.6167789082,current
LN00763,101201.69076537588,40,2,705.9011090883074,business,60 months,26435.005365971883,current
LN00764,48078.802005507,23,9,636.7286004041065,education,60 months,22561.07245070717,default
LN00765,72985.46652571352,22,22,637.0028487844588,home,60 months,14298.136648519056,current
LN00766,35936.47149748226,38,17,640.7861144828096,car,60 months,19510.48183691858,current
LN00767,49300.23019006076,64,0,777.1783515534344,car,60 months,17085.60659052958,current
LN00768,85416.0127127102,30,34,676.684565521255,business,36 months,29900.831639936892,current
LN00769,37460.65884424465,25,30,577.2303403250463,education,60 months,26813.424256547558,current
LN00770,86248.97115993858,29,0,656.9355881082989,education,60 months,5000.0,default
LN00771,64155.03870910951,22,2,715.4278853755709,home,36 months,39029.08966198964,current
LN00772,38750.66448211465,54,2,587.0390445414221,home,36 months,17116.83130259848,current
LN00773,62648.15478111042,58,36,658.8186774973735,car,60 months,37223.63186051826,default
LN00774,69451.0889925346,51,18,701.0828577965663,business,36 months,27160.511352630638,in grace period
LN00775,62436.19924434393,30,28,616.0357486632719,education,36 months,22482.299350774345,current
LN00776,18595.50560219087,32,24,493.61705449127714,home,60 months,19058.374063998155,in grace period
LN00777,35457.25648350263,56,32,558.9902233564253,home,36 months,47587.77247811042,current
LN00778,45049.6272889699,41,35,583.4659210105016,business,60 months,17283.504475931746,current
LN00779,48511.33141799908,26,28,631.0233693506741,business,60 months,13286.688965353515,default
LN00780,62413.44195101356,23,25,664.0443675913228,car,60 months,14186.90972882653,current
LN00781,53554.020018665076,30,3,709.7430601777028,business,36 months,20010.591679618217,default
LN00782,23293.112825797976,25,13,535.9151415619083,car,36 months,19993.137532255176,current
LN00783,57603.95702011926,46,26,703.6139873122614,car,60 months,30040.239723364386,current
LN00784,62211.71490567646,41,32,634.7770184678302,business,60 months,27582.49034211963,current
LN00785,61195.80895862079,46,21,534.7374473795313,business,36 months,27594.90686454007,current
LN00786,71615.61451109244,58,2,671.0957200106266,business,60 months,17717.620068483684,current
LN00787,66678.44309097808,64,22,757.3471210386158,business,36 months,26765.221080112457,current
LN00788,59183.601584568736,46,20,719.5315695433025,business,36 months,27812.966426817125,current
LN00789,48596.68577082706,28,22,641.7877063419222,car,36 months,19206.738815148445,current
LN00790,16780.78132968017,25,3,694.1146738013325,home,36 months,22792.00148722758,current
LN00791,58592.364382651715,35,20,670.5779013636029,education,36 months,27800.313928250464,in grace period
LN00792,54153.75374326222,36,36,721.3669210334727,education,36 months,22111.653010090326,90+dpd
LN00793,55431.57674390747,21,30,537.6493626387312,car,60 months,23065.78275148468,90+dpd
LN00794,24465.02848359381,36,20,535.5178807580152,car,60 months,34070.952404147785,current
LN00795,28378.869191834754,57,25,677.9413375245649,home,36 months,22190.135234751637,current
LN00796,71063.05706665808,23,34,777.3427810134356,business,36 months,13922.679166545971,current
LN00797,49208.8969228669,51,37,676.9495474293822,car,60 months,6543.1998876445505,90+dpd
LN00798,63630.01394745249,33,23,627.3463821537862,education,60 months,21131.509539665734,current
LN00799,50566.367522609224,36,10,589.5602067651188,business,60 months,16685.32873351756,current
LN00800,50595.1227899149,63,28,627.0530106809182,car,60 months,28083.139309969207,default
LN00801,68765.67611951995,41,2,752.2502148823334,business,60 months,35776.98098692643,current
LN00802,39679.10543565252,22,0,614.2321620981749,education,60 months,9702.948766887737,in grace period
LN00803,51922.41553881967,47,18,723.7956517785789,business,60 months,11141.527566453095,current
LN00804,40754.49422589915,58,21,684.9645623503571,car,60 months,19758.408904197084,90+dpd
LN00805,41310.07545135369,46,13,759.8148308238831,car,36 months,12000.681284077908,default
LN00806,43816.557530627215,58,13,656.3648378808226,education,60 months,17779.7406906014,current
LN00807,54442.67543267426,45,15,649.5008794925712,home,36 months,14638.267810993348,in grace period
LN00808,40425.02756673045,31,32,715.7920243069891,home,60 months,9922.222097303584,default
LN00809,75115.12251147041,28,12,608.176676183249,None,60 months,28258.853816759678,current
LN00810,32107.85395560992,28,37,599.5566149004842,car,60 months,20752.82044643007,in grace period
LN00811,46262.56711677282,53,11,527.1921842723233,car,60 months,38303.68729375612,90+dpd
LN00812,41205.3788345165,27,37,551.9326090437967,education,60 months,23590.06640954392,in grace period
LN00813,78939.55768707466,58,38,812.1055386108011,education,36 months,32885.32339048489,in grace period
LN00814,53931.09553023149,41,32,700.9230650277203,car,60 months,12712.0338556286,default
LN00815,70636.8907893727,28,32,573.2177293239072,education,36 months,12587.92864797917,current
LN00816,20288.79253926056,41,28,702.4567715057943,home,36 months,42208.7060697289,default
LN00817,55341.00531738518,40,4,604.6121264263511,home,60 months,13910.84070404296,current
LN00818,67792.61591246874,28,5,711.1891078384464,business,36 months,10508.5044917413,current
LN00819,51645.67978550848,51,30,693.9965814358453,education,60 months,8287.538569626811,default
LN00820,71309.60750130702,49,15,786.3889058497358,business,60 months,39157.50564696548,in grace period
LN00821,39654.230997992556,29,30,600.5430978056006,education,60 months,17253.029603353923,current
LN00822,78186.9488037116,35,24,624.9008410437491,education,36 months,24033.920801005577,current
LN00823,95977.962472385,50,32,506.27493578193275,home,60 months,21513.9721949004,current
LN00824,42743.22879120682,46,12,632.7490592653247,car,36 months,12765.904516772624,current
LN00825,41089.949571984565,30,9,690.3929871535207,education,60 months,17036.970024958933,current
LN00826,79067.68954235403,49,23,737.9358073538571,education,60 months,28456.838706948256,current
LN00827,81591.44291461425,36,9,767.7893488312673,education,36 months,7741.422815418695,current
LN00828,39542.799456934634,56,30,658.359150739462,car,36 months,26741.682405914165,in grace period
LN00829,41596.263658082855,40,12,675.4608912774644,None,36 months,34340.37664521584,default
LN00830,44364.30782278986,57,2,647.6626880153827,business,36 months,22923.75339988,current
LN00831,23110.98977931446,42,33,671.1627776106574,education,36 months,33334.00234332724,current
LN00832,31626.961070316036,27,27,564.7599454159566,education,36 months,6285.866377790682,default
LN00833,29917.184664958644,43,18,529.8545958435309,business,60 months,5000.0,current
LN00834,34644.04869791743,61,22,575.1623373796675,business,36 months,22426.4434005752,current
LN00835,49306.30225226437,60,31,662.7899118259702,home,60 months,14136.549557407525,current
LN00836,54684.294650730415,49,12,562.1845173870029,education,60 months,28787.64961659954,current
LN00837,81010.00985628154,36,32,635.2128680266283,business,60 months,16895.560194563383,current
LN00838,30032.919185224182,58,33,586.4722687154024,home,60 months,21471.923749585192,default
LN00839,69686.44796953167,48,32,722.9438820797534,car,60 months,20809.83828074497,current
LN00840,45720.22311548982,58,4,690.4568546952562,education,36 months,21128.839949005436,default
LN00841,49010.72580695134,51,2,652.4747016077154,business,60 months,14573.545121871899,current
LN00842,63496.38984333207,34,6,693.6008809006008,education,60 months,6353.518683631139,current
LN00843,27545.559568754026,53,23,659.0308399890818,home,60 months,17808.084552811768,current
LN00844,57648.19492368101,29,21,630.7247752670128,business,36 months,34500.41705031655,current
LN00845,53329.04416426112,47,22,613.8840420597601,car,36 months,13911.717075380095,current
LN00846,59849.02528016298,44,29,765.9470237163688,car,36 months,13856.534012740754,in grace period
LN00847,55783.37287815636,33,17,480.0743758846336,home,36 months,21576.474268684902,default
LN00848,99106.00279821789,46,31,645.74471631525,car,60 months,8228.974913578855,current
LN00849,37245.200314973685,49,6,621.5103731589201,car,36 months,30034.88167024326,current
LN00850,39380.060899963646,63,32,677.1066101549577,car,60 months,9182.645462121956,90+dpd
LN00851,37537.18947150471,48,4,715.5525956413679,car,36 months,17107.02784902651,current
LN00852,38890.457616794905,48,27,767.3916192526051,car,36 months,45389.083736267356,current
LN00853,37252.25745386965,28,7,629.3624589956004,car,36 months,8574.357629442566,current
LN00854,73780.33062215103,43,14,670.5787862365025,car,36 months,34723.70717527368,current
LN00855,78410.0849597971,49,3,702.3227385454995,business,60 months,21212.481671914684,current
LN00856,38585.07412501048,25,33,599.9365577846257,car,36 months,22623.181374823926,current
LN00857,33352.88853791542,62,4,548.986228836644,business,60 months,11906.387677493334,current
LN00858,59428.311127728084,27,32,651.2207278318866,education,60 months,27987.50611234771,current
LN00859,38955.539114380575,62,4,689.6615488971463,home,60 months,16340.751870848668,current
LN00860,62658.63635511021,56,37,644.1839444653965,car,60 months,8522.148526525996,90+dpd
LN00861,54058.46041702599,61,33,681.5288869699324,home,60 months,34556.60403142888,current
LN00862,19685.11770005536,47,25,487.39785514168767,car,60 months,16141.511072710951,current
LN00863,80950.10402660123,22,0,680.7683770086032,business,60 months,5000.0,current
LN00864,85917.55346191043,45,3,656.2062414545475,car,36 months,17312.93098750699,current
LN00865,37744.22619031228,29,38,547.0155126485691,education,60 months,28080.695126601087,current
LN00866,42245.968801280316,47,25,686.7807933948595,home,36 months,26483.618046666626,current
LN00867,,21,32,783.44244700634,home,36 months,13591.20863618626,current
LN00868,56689.1357997405,43,32,724.5162099400424,education,60 months,10225.188702147732,current
LN00869,63170.885453456605,30,7,735.4632651795872,business,60 months,6338.227907910581,current
LN00870,90204.090775327,62,19,738.6074325411431,business,36 months,19772.368283217074,current
LN00871,46461.05545011901,45,15,690.2426062679942,education,36 months,21509.957412726002,current
LN00872,34034.055109230925,23,20,506.6037689615847,home,60 months,27089.606807370306,90+dpd
LN00873,22413.615439709454,26,25,611.9869982773101,car,60 months,18509.65769452473,current
LN00874,35381.39920116162,26,22,669.5182322090122,business,36 months,18213.322343451826,default
LN00875,49337.46054252406,22,17,685.0657445692246,car,36 months,17215.069317409394,current
LN00876,85891.15727035576,38,30,773.4405398618749,home,60 months,21527.016994187143,current
LN00877,39647.77401927657,43,11,565.9098878875939,car,36 months,18663.355443601227,in grace period
LN00878,54475.75903277797,22,0,695.5147214539568,education,36 months,29390.872555159956,90+dpd
LN00879,49671.54207854496,32,8,573.6486211417019,business,60 months,23108.449717715237,current
LN00880,73767.86546896168,42,2,657.4788435228672,business,36 months,21080.019382293092,current
LN00881,100538.64851747244,57,25,694.731187353643,education,60 months,19582.67544701154,in grace period
LN00882,39382.624541593585,40,8,698.29253786766,education,60 months,10581.75456296598,default
LN00883,40211.21114963556,59,15,690.8878976802995,business,60 months,19993.474579029804,current
LN00884,70883.21754138144,44,23,677.836308023836,business,36 months,13534.717801808092,default
LN00885,63637.82979252623,40,13,511.5251526497164,business,60 months,23465.51027092315,current
LN00886,86934.14651472066,21,2,716.6024571668042,home,36 months,17911.40950447374,current
LN00887,61678.56370651928,21,33,641.471159656444,home,60 months,36643.14621424311,current
LN00888,42814.158184258806,37,32,738.7705199402358,home,60 months,7380.49307772473,in grace period
LN00889,61813.09661384619,21,23,741.0875940603119,car,36 months,5000.0,current
LN00890,72174.07161165815,50,8,605.042417470902,home,36 months,22676.63037924429,current
LN00891,66409.64362394728,61,12,705.6917896959282,business,36 months,13567.53410306971,current
LN00892,60145.48062214596,23,1,700.8091723960141,home,60 months,21610.606064129013,default
LN00893,,31,6,706.9062937076077,business,36 months,7643.621765126474,in grace period
LN00894,73385.91180891346,44,20,699.8865363837451,education,60 months,39089.59741265411,current
LN00895,77643.17982075055,42,18,720.2839502161679,car,36 months,16134.887974203448,current
LN00896,62974.19775179285,64,24,766.6081541846124,car,60 months,12920.544292064245,current
LN00897,46657.63839366291,46,21,606.5909644104453,education,60 months,,in grace period
